company,year,asset/equity,cash&equi_to_asset,a/w,size,asset/lia,industry
AAH,2023.0,1.1112980123885434,0.0025536200757230597,1409305997.4264793,27.346759058720878,9.98488641925592,Nguyên vật liệu
AAH,2024.0,1.1228319937216789,0.02319204795958106,1413335527.4580336,27.349614208929204,9.141201406091879,Nguyên vật liệu
AAM,2016.0,1.289523556757596,0.08683479461326046,2597420159.5735226,26.15512135753629,4.453950383862033,Hàng Tiêu dùng
AAM,2017.0,1.052761193736497,0.05190499383271218,2051507248.9068182,25.91917741779066,19.95332400920003,Hàng Tiêu dùng
AAM,2018.0,1.0440061538007361,0.054286343369037995,1915290882.4894319,25.850472159389323,23.72409455568627,Hàng Tiêu dùng
AAM,2019.0,1.0863570652881414,0.048264194728212716,1698561067.1767046,25.730384112995903,12.579828432837232,Hàng Tiêu dùng
AAM,2020.0,1.0761181143009788,0.06062817867604072,1628750164.7454545,25.688415602036905,14.13747731644925,Hàng Tiêu dùng
AAM,2021.0,1.0861318827723851,0.12455573330943227,1485317532.2997727,25.596231227293803,12.610102645063881,Hàng Tiêu dùng
AAM,2022.0,1.0347920546922234,0.3073900321716784,1371051188.7477274,25.51618038811238,29.742194413241148,Hàng Tiêu dùng
AAM,2023.0,1.0431585027235202,0.04689778407301674,1440637891.9309092,25.565688647441092,24.17040529432055,Hàng Tiêu dùng
AAM,2024.0,1.0504429417232202,0.10753205127074676,1378734937.634659,25.521769018305747,20.82437910713036,Hàng Tiêu dùng
AAT,2016.0,1.6462174417732187,0.004262947806629322,2030384653.0499997,26.792783262023054,2.5474667431693003,Hàng Tiêu dùng
AAT,2017.0,1.6812430739564919,0.0019472966403553673,2021906872.342723,26.78859906499633,2.467904831959974,Hàng Tiêu dùng
AAT,2018.0,1.6685134594804545,0.0018699186830527807,1919635517.4253993,26.73669333600282,2.4958561952921126,Hàng Tiêu dùng
